"ben";"und ohne zusätzliche verbindungskosten - ich würde sowas nur gegen eine einmalige pauschale (also den aufpreis für das system) nutzen wollen .";-1
"ben";"das facelift ist schon längst herausen !";0
"ben";"geiles teil .";1
"ben";";-) schönster 3er bisher .";1
"ben";"hab ja nicht gesagt besser sondern einfach moderner von der optik her .";0
"ben";"das vfl sieht leider schon wieder etwas veraltet aus .";-1
"ben";"ich würde den linken bevorzugen";0
"ben";"meiner wohnt noch garnicht , aber nächstes jahr im mai :-)";0
"ben";"meiner wohnt noch im autohaus , aber ich hoffe bald kann er in meine garage umziehen .";0
"ben";"meine e46 limo steht in der tiefgarage und der z3 steht draußen :-(";-1
"ben";"mein neuer 1er wohnt natürlich in der tiefgarage und stellt alle anderen mitbewohner in den schatten ;-)";1
"ben";"ein traum von einem auto !";1
"ben";"sonnst gehts für mich nach 9 jahren bmw , in zukunft nach stuttgart leider !";-1
"ben";"nicht schöner als das jetzige modell und das ist auch schon nicht so toll , bis auf das coupé .";-1
"ben";"geben wir dem realen wagen eine chance :)";1
"ben";"der sieht zum heulen aus";-1
"ben";"der wüsste wie so ein 1er auszusehen hat .";1
"ben";"was mich schon wieder stört , bmw sind fahrerautos; zu einem fahrerauto gehören informationen: öldruck , öltemperatur , wassertemperatur , aktueller verbrauch ,  .  .  .  .  ich verstehe nicht , warum bmw immer diese minitachos verbaut !";-1
"ben";"siegt !";1
"ben";"uh ich wurde so gern kommen , aber ich muss arbeiten zu hause , zu viel arbeit :) , aber ergendwann komme ich und dann gass und vol gass mit meinem m .  brmmm , brmmm iiiiiii vijuuu .";1
"ben";"freu mich bin am fr . abend bis so . abend da(nürburgring) .";1
"ben";"was soll der spaß kosten ?";0
"ben";"geil";1
"ben";"schön aus !";1
"ben";"was würd ich geben mit dem wagen ne runde uebern nürburgring zu brettern :d";1
"ben";"klar hänge ich die nacht am liveticker !";1
"ben";"aber bitte bitte denkt mal über ne app für android nach .";0
"ben";"ich will wieder den e30 in der dtm sehn !";1
"ben";"so kann man leider nur komplett raten und bekommt bestimmt eine der schlechteren tribünen .";-1
"ben";"mir aber zu modern !";-1
"ben";"ja lasst das schwarz !";0
"ben";"na der ist ja geil .";1
"ben";"traumhaft bmw baut mächtige wagen !";1
"ben";"zu geil";1
"ben";"ein traum";1
"ben";"den möchte ich auch mal fahren !";1
"ben";"haben will :)";1
"ben";"haben nur noch 0 , 1% mit der serie gemein .";0
"ben";"wenn der vom band läuft , wird der nur noch halb so aufregend aussehen !";-1
"ben";"wetten das basismodell wird keine flügeltüren haben ?";-1
"ben";"ergo >> scheiß auf konzepte !";-1
"ben";"schaut geil aus :)";1
"ben";"100 punkte fürs desgin";1
"ben";"wohl eher r8 .";0
"ben";"gekauft !";1
"ben";"und ich fahr auch bmw .";0
"ben";"hätte gern sport aber außen das blau vom urban :)";0
"ben";"fehler 501 (net:err_insecure_response): unbekannter fehler .";-1
"ben";"die grafik ist halt ehrlich gesagt echt billig .";-1
"ben";"ihr habt doch seit dem z3 m coupe , dem e46 m3 csl und dem z8 keinen richtigen sportwagen mehr gebaut .";-1
"ben";"um sonst ist der tod , und der kostet das leben .";0
"ben";"interessant , aber ich denke mal sowas gilt nicht für einen ""alten"" e34 mit seinem werksspezifischen rostproblemen oder ?";0
"ben";"einfach nur geil <3 <3";1
"ben";"alle 5 will ich haben :d :p";1
"ben";"der 315/1 !";0
"ben";"achso natürlich beide autos e34";0
"ben";"der erste war gebraucht von 1986 und eine 325i limousine (e30) , den ich mir 1994 gekauft hab .";0
"ben";"erstes auto nach dem führerschein e36 323i , dann e46 330i und jetzt e92 335i  ^^ mal sehen was folgt .";0
"ben";"06 in saphierschwarz metallic und m sportpaket";0
"ben";"mein erster war ein e36 , im jahr 2006 gekauft .";0
"ben";"seit dem fast nur noch bmw´s gefahren !";1
"ben";"fazit: 3 von 4 bmws noch in meinem besitz .";1
"ben";"den habe ich mit 20 jahren 1981 gekauft .";0
"ben";"ist übrigens immer noch im fuhrpark und kommt nie wieder weg .";1
"ben";"ein formschönes unkaputtbares auto .";1
"ben";"mein erster war ein bordoxroter 316i e30 .";0
"ben";"mein erster bmw war ein montrealblauer e 36 320i vanos vollausstattung individuel er lief und lief hab den nicht kaputt bekommen super auto .";1
"ben";"e28 525e :) mein erstes auto und was für ein schönes .";1
"ben";"der 6er ist im gegensatz zum 1er echt ein gelungenes auto wirklich ein traum";1
"ben";"der sieht ja mal nur geil aus !";1
"ben";"wo ist dieses haus ?";0
"ben";"ich liebe bmw";1
"ben";"eins der schönsten autos die bmw je gebaut hat !";1
"ben";"jaaa , den neuen ist am schönsten !";1
"ben";"mit dem würde ich auch gerne mal fahren !";1
"ben";"ein augenschmaus :)";1
"ben";"hammer geiles bild <3";1
"ben";"die pack ich dann lieber auf's winterauto ;)";0
"ben";"naja .";-1
"ben";"ich wünsche , dass bmw würde dieses auto in den usa verkaufen .";1
"ben";"der ""alte"" sieht deutlich besser aus .";-1
"ben";"mein auto !";0
"ben";"super geil";1
"ben";"zeigt bitte solche autos nicht , wenn ihr sie hinterher nicht baut !";-1
"ben";"einfach nur weltklasse";1
"ben";"nichts geileres .";1
"ben";"traumhaft schön :)";1
"ben";"aber das klischee ist ja immer das gleiche , ein ali in 4türer gibts nicht immer nur coupé tzz ^^";-1
"ben";"spitzenleistung .";1
"ben";"so entstehen träume .";1
"ben";"super die besten autos";1
"ben";"einfach klasse - oder ""einfach"" bmw -super";1
"ben";"die hätte ich gerne für meinen e36 .";1
"ben";"sehr schöne !";1
"ben";"hier zeigt bmw wie innovativ man ist .";1
"ben";"preise stehen ja auch schon ungefähr fest .";0
"ben";"die kann man aus 5 kilometern erkennen .";0
"ben";"wow !";1
"ben";"obergeil .";1
"ben";"also an alle hier die den neuen hässlich finden (; ich war auch skeptisch und mein dad bekommt ihn als firmenwagen (urban line 116d) also heute ins autohaus gefahren .";0
"ben";"erster eindruck geiles auto den muss man in echt sehen und nicht auf bildern urteilen wem er dann immernoch nicht gefällt dann kann ich das nicht verstehen !";1
"ben";"ich erkenne von hinten kein typisches bmw-heck .";0
"ben";"hammer teil";1
"ben";"schon jetzt macht das auto spaß , besonders die aktuelle technik .";1
"ben";"haha genau des bild hab ich heute auch so gemacht !";0
"ben";"freue mich trotzdem , wenn ich auf der iaa bin und den m5 live anschauen kann :-)";1
"ben";"bmw :)";0
"ben";"gewinnen macht glücklich .";1
"ben";"e 90 facelift model gefällt mir auch";1
"ben";"mein weißes 335i coupe mit einmal alles ausstattung :)";0
"ben";"fahre einen 320i e46 !";0
"ben";"schönes auto !";1
"ben";"das facelift ist sooo schön !";1
"ben";"e36 m 3 , 2 l und das ganse in einem e36 compakt";0
"ben";"e36 328i coupe weil er zeitlos ist und mich noch nie enttäuscht hat !";1
"ben";"irgendwann soll ja mal schluß sein mit der grösse !";-1
"ben";"suuuper motoren(6zylinder) weniger defekte , was will mann mehr .";1
"ben";"weiter so !";1
"ben";"wa eine coole neue karre =)";1
"ben";"da wirst dir wohl nen 335er holen müssen , der rest werden nur aufgeladene vierzylinder werden";0
"ben";"wer je in einem e21 gesessen hat , weiß wie ein perfektes cockpit aussehen muß !";1
"ben";"würd für alles geld der welt diese schleuder niemals eintauschen gegen meinen audi .";-1
"ben";"also von 306ps zu 320ps ?";0
"ben";"das es kein benz is .";0
"ben";"das feeling und die motor geräusche ;-d";1
"ben";"sich einfach wohl zu fühlen";1
"ben";"dass er läuft";0
"ben";"dass im winter das heck ausbrechen kann und es irre spaß macht :d";1
"ben";"das beste daran , einen bmw zu fahren , ist es einfach zu tun .";1
"ben";"die freude am fahren";1
"ben";"dass die frauen von alleine kommen haha";0
"ben";"die erfahrung";0
"ben";"einen bmw zu fahren .";0
"ben";"die freude am fahren";1
"ben";"das gefühl .";1
"ben";"den komfort zu haben , dass es sich lohnt , im parkhaus ein buch zu lesen .";0
"ben";"stehenbleiben auf der gegenspur beim linksabbiegen ?";0
"ben";"das beste daran , einen bmw zu fahren , ist das es immer wieder ein erlebnis bleibt .";1
"ben";"ohne worte :o)";1
"ben";"obwohl es bis dahin immer noch eine menge arbeit ist .";0
"ben";"keinen audi zu fahren .";0
"ben";"den die haben nichts mehr mit bmw zu tun !";-1
"ben";"einen bmw zu fahren !";0
"ben";"audi staub fressen zu lassen .";1
"ben";"sich wohl zu fühlen !";0
"ben";"sich selbst von dem brillianten mix aus comfort und sportlichkeit zu überzeugen !";1
"ben";"aufs gassssssssss zu drücken";0
"ben";"das wenn man das esp (dsc) ausschaltet , dass es dann auch aus ist !";0
"ben";"mit diesem geilen auto zu protzen !";1
"ben";"immer vorne dabei zu sein";1
"ben";"die sportlichkeit , die qualität und die freude !";1
"ben";"das kribbeln im bauch beim beschleunigen :)";1
"ben";"einfach sau super !";1
"ben";"endlich ist bmw wieder zurück im motorsport und auf zu neuen wegen in der dtm .";1
"ben";"zeigt den beiden premiumschleichern mal die heckleuchten ;)";0
"ben";"drecks bmw , die waren sowieso nie wirklich im motorsport erfolgreich";-1
"ben";"heute live gesehen ;-)";0
"ben";"der sieht in natur echt böse aus , schön flach und breit , habe ich heute in hockenheim live erlebt .";1
"ben";"der vorgänger schaut um längen besser aus , wer hat dieses dünns***ss-design produziert und abgenickt ?";-1
"ben";"finde ihn richtig toll !";1
"ben";"aber verbesserungen technischer natur sind mit sicherheit gelungen !";1
"ben";"gutes design die ganze fahrzeug palette durch !";1
"ben";"wie immer ein böse front und ein knackiger arsch .";1
"ben";"mir taugt er aber was bitte soll die querlinie bei der motorhaube .";1
"ben";"das sieht absolut komisch aus über dem logo ^^";-1
"ben";"die kamera (wenn der kunde eine bestellt hat) befindet sich neben dem regensensor in der windschutzscheibe .";0
"ben";"besonders die kubischen elemente wie die angel eyes oder die schürze sehen super modern und sportlich aus .";1
"ben";"und das bmw werk ist auch noch im hintergrund .";0
"ben";"wunderschön !";1
"ben";"jetzt weis ich was ich heute abend mache , wenn super tom schläft .";1
"ben";"ist das ne limousine !";1
"ben";"fein gemacht bmw";1
"ben";"genau so wirds gemacht audi und mercedes , so bmw und jetzt geht die mal zerstückeln !";1
"ben";"mein auto :-d auch noch in black";0
"ben";"nice !";1
"ben";"ein geschenk für mich ?";0
"ben";"mein normales z4qp macht ja schon spaß , aber eins von alpina :o .  bzw .  die m version wäre natürlich auch mal nichtverkehrt";1
"ben";"frauenauto ;)";-1
"ben";"aber ich heiße doch gar nicht ben .";0
"ben";"problem für bmw dürfte nur sein , dass mein kleiner (5 jahre) sagt , ich soll meinen 5er so lange fahren , bis er ihn ""übernehmen"" kann .";0
"ben";"und wenn bmw mir den schenken würde , würde ich nicht nein sagen :-d";0
"ben";"das kunststück bei den autos war , geld darin zu versenken ohne dass es jemand auf den ersten blick sieht , und das funktioniert immer sehr gut .";-1
"ben";"klasse :)";1
"ben";"viel erfolg !";1
"ben";"unschön !";-1
"ben";"sieht aus wie´n dackel auf drogen xd";-1
"ben";"ich weiß ja nicht was die designer bei bmw für pillen nehmen .";-1
"ben";"rainer sei ruhig der neue einser bmw ist rihtig schnicke heute genau unter die lupe genommen in essen xd außerdem wieso sollte sie weinen ?";1
"ben";"immer wunder scheon !";1
"ben";"das ist ein toller bmw habe nur einmal einen fahre können .";1
"ben";"das war ein richtig geiles auto .";1
"ben";"doppelvergaser und 185er fertig war das tuning .";1
"ben";"ich hatte den 1600 , 1502 , 1602 , 1802 , 2002 , 2002 ti - nur der 2002 tii und der turbo fehlte .";-1
"ben";"nicht fair";-1
"ben";"einfach mal zack puff für ein bissel forza 4 zocken nen m5 gewinnen ?";0
"ben";"verdammt junge wie geil hatt er den bmw m5 f10 gewonnen alta geil nehm mich mal mit xd :)";1
"ben";"nur mal so nebenbei .";0
"ben";"mir wär der komplexe weg zum charakterisiertem schlüssel egal .";0
"ben";"nein !";-1
"ben";"so eine zeichnung hätt' ich gern von meinem zetti - super";1
"ben";"ist auch abgepauscht , aber sieht gut aus";1
"ben";"wahnsinns auto .";1
"ben";"der alte 6er sieht immer noch besser aus .";-1
"ben";"sieht aus wie vom praktikanten in der mittagspause gezeichnet !";-1
"ben";"f10 m5 oder e71 m !";0
"ben";"1er m coupe oder en z4";0
"ben";"e91 330xd , handschaltung , le mans blau , m-sportpaket , lichtpaket .";0
"ben";"natürlich einen schönen m3 e92 v8 mit 421 ps";1
"ben";"im ernst - 1er m coupé wär schon fein";1
"ben";"mehr power als manch italienischer sportwagen kombiniert mit deutscher ingenieurskunst und understatement .";1
"ben";"meine heimliche hoffnung bei solchen umfragen ist ja immer , dass man das auto dann geschenkt bekommt das man nennt :d";1
"ben";"ein schwarzer m5 e60";0
"ben";"ich würde ihm meinen touring schenken .";0
"ben";"ein bmw z4 35sdrive in rot mit beigem leder :d";0
"ben";"m6 g- power natürlich .";0
"ben";"sehr sexuell !";1
"ben";"sehr schoenes auto .";1
"ben";"warum kann ma da nur 1* ""gefällt mir"" drücken !";0
"ben";"der isch brutal";1
"ben";"auch sche";1
"ben";"danke für ihre komentari .  )))";1
"ben";"war auch mein erstes auto , knallrot und von alpina auf 150 ps getunt .";0
"ben";"schöner e41 baur , beifahrertür schaut anders aus !";1
"ben";"ein bmw ist hat der kaiser unter allen königen ;)";1
"ben";"mit geilen felgen ;-)";1
"ben";"2 säcke zement und ein ""haha"" schild für die audi/vw's/mercedes die mit ihren fronttrieblern trotzdem im schnee verrecken !";-1
"ben";"ne m52 komplette maschine mit anbauteilen (ohne auspuff) samt getriebe (angeflansch) , differential , achswellen und kardanwelle in ne e34 520i touring und es war noch platz vorhanden :-)";0
"ben";"dauerte eine weile , bis der größte teil von dem zeug wieder raus war :-)";-1
"ben";"offen und mit ausgebautem beifahrersitz und rückbank .";0
"ben";"mich würde es auch interessieren ob es ein individual packet ist ?";0
"ben";"einfach nur geil man kann mit einem bmw halt alles machen !";1
"ben";"haue haue wie das wohl stinkt nach einer 8s td .";-1
"ben";"und baut weiterhin die schönsten autos der welt ;)";1
"ben";"die werbung an sich ist gutgemacht , nur die geräusche wirken mehr oder weniger verstörend .";-1
"ben";"sind einfach alle wunderschöne autos !";1
"ben";"bauj .";0
"ben";"schade das das nur ein concept ist !";1
"ben";"hoffentlich kommen sie so oder ähnlich auf die straße";1
"ben";"sofort bauen , es ist zeit für ein neuen bmw m1";0
"ben";"dickes teil";1
"ben";"ich liebe den kühlergrill";1
"ben";"natürlich ist das kein auto , das ist ein bmw !";0
"ben";"warum kommt sowas nicht auf den markt ?";-1
"ben";"das ist perfekte auto nur mann muß klein geld haben";1
"ben";"ein traum !";1
"ben";"wär des jetz a 3er coupe oder scho a 5er , über die felgen können wir streiten aber das konzept hammageil ,";1
"ben";"sieht schon nicht schlecht aus , wird mal mein winterauto .";1
"ben";"meiner ;p";0
"ben";"oooooooooooooh mein gott , wie geil";1
"ben";"der hammer echt klasse .";1
"ben";"wenns auch halt mal so geile felgen auf die autos gäbe wie auf den designs immer wärs echt der bringer .";1
"ben";".  .  .  . endlich am ort der ruhe angekommen zu sein !";1
"ben";"6 zylinder .";0
"ben";"ich liebe ihn .";1
"ben";"ich liebe meinen auch :)";1
"ben";"fährste quer siehste mehr ;-) (e30 328i umbau mit erhötem sperwert)";0
"ben";"bmw ist super .";1
"ben";"warm fahren !";0
"ben";"und bitte nicht auf die zulieferer schieben";-1
"ben";"schnell dtc aus : ) ";1
"ben";"fahrspaß fängt erst bei 6 zylindern an !";1
"ben";"mein gedanke ist .";0
"ben";"die 10 km ins büro vergehen einfach viel zu schnell";-1
"ben";"gott sei dank !";1
"ben";"denn dein is die straße und die kraft und die schnelligkeit in ewigkeit .";1
"ben";"@cri sh: v6 - is klar , den hat die zahnfee höchstpersönlich eingebaut ;)";1
"ben";"hammer !";1
"ben";"@gina ostwald: was hast du denn für eine maschine drin ?";0
"ben";"beste grüße";1
"ben";"und dabei fahre ich leider nichtmal einen bmw , aber träumen darf man ja :)";1
"ben";"na da tim , viel spaß bei audi oder mercedes , da wird es nicht lange dauern und du wirst dich an die seeligen zeiten erinnern als das deine einzigen sorgen waren :d";-1
"ben";"mit stolz !";1
"ben";"immer ein lächeln , wenn man den motor startet :d";1
"ben";"freude am fahren :-)";1
"ben";"ich bin verliebt mit meinem 320 d steptronik 2010 :d";1
"ben";"ohjaa .";0
"ben";"eehrlich frage , ehrliche antwort , ich bräuchte kein b&o sound , ich mag lieber den alten bmw sound .";-1
"ben";"das neue all time low album ansonsten die neue 107 , 7";0
"ben";"den sound meines 16 jahre alten roten 3 er bmw .";0
"ben";"scheiss auf downsizing !";-1
"ben";"deutschen hip hop";0
"ben";"als ob ich in meinem m das radio jemals an habe !";0
"ben";"danke an diejenigen , die noch wissen in einem bmw einen bmw hören zu wollen !";1
"ben";"eine schande !";-1
"ben";"david guetta - sweat .";0
"ben";"wann wirds denn endlich wieder sommer .";-1
"ben";"bin die strecke auch gefahren , der hammmmmmmer !";1
"ben";"sind das 20"" ?";0
"ben";"der e46 ist immer noch der schönste 3er der je gebaut wurde !";1
"ben";"der orange ist meine ;-)";0
"ben";"reihensechser und heckantrieb , so wies sich gehört .";1
"ben";"wenn männer freiwillig anfangen herzchen in kommentare einzufügen , kann es eigentlich nur um autos gehen :) der e36 ist mein absolutes schätzchen ♥";1
"ben";"die ersten drei bitte :)";0
"ben";"großer bruder , kleiner bruder =)";0
"ben";"den gibts doch schon seit jahren";0
"ben";"bmw ist einfach nur macht !";1
"ben";"habe ich vor tür";0
"ben";"dtm ohne bmw war all die jahre wie sex mit gummi""ätzend""";-1
"ben";"jetzt auch mit ordentlich freude am fahren seitens bmw !";1
"ben";"das ist und bleibt leider nur ein traum :(";-1
"ben";"einfach nur geil und alles andere als eine türckenkarre !";1
"ben";"hammer kontrast !";1
"ben";"und natürlich geile schleuder ;)";1
"ben";"geiler bmw , hässliche scheinwerfer";1
"ben";"der mit abstand hässlicheste fahrzeug von bmw , was für ein proll panzer der x6";-1
"ben";"alle x modelle sind fürn arsch viel zu groß , kompaktsportler heißt das zauberwort";-1
"ben";"meiner :d";0
"ben";"einfach klasse !";1
"ben";"ich nehme den roten ;0)";0
"ben";"x sucks !";-1
"ben";"hoffentlich nicht so ein flop wie beim e90";-1
"ben";"und hat zuviel von der urform verloren .";-1
"ben";"ein traum diese bmw 3 er reihe !";1
"ben";"ich arbeite selber im bmw werk münchen im motorenbau der vierzylinder .";0
"ben";"320i& 328i mit 4zylinder turboaggregat , was soll den das bitteschön sein !";-1
"ben";"siehe auch zentrale in münchen (4 zylinder) .";0
"ben";"dabei wurde schon vor jahren von wissenschaftlern der technischen universität münchen untersucht , wie hand- und maschinenwäsche auf den autolack wirken .";0
"ben";"frage: ist „tieferlegung“ nur in großstädten bekannt ?";0
"ben";"aber erst muss der süchtige bereit sein , seine krankheit zu akzeptieren .";-1
"ben";"leasing und kredit machts möglich .";0
"ben";"ne 7 is schon fett !";1
"ben";"ich glaub ich könnt mich ned zwischen 7er und a8 außer wenns um 760 li vs .";0
"ben";"andi kauf endlich";0
"ben";"jetzt gehts erst richtig los ;)  .  .  .";1
"ben";"in der neuen 3er limosine langversion mit m paket ;)";0
"ben";"und der sieg in der dtm steht bevor !";1
"ben";"schade , den hätte ich gerne mit straßenzulassung  ^^";0
"ben";"ich würde den gerne mal probefahren schade das das warscheinlich nie passieren wird";-1
"ben";"super";1
"ben";"bmw ohne echten motorssport geht gar nicht !";-1
"ben";"weil bmw schlägt alle . bmw wird weltmeister .";1
"ben";"hab ich als cabrio :)";0
"ben";"das sind richtige bmw e34 und e39 meine beiden autos :-)";0
"ben";"danke danke :) felgen kommen erst im sonner ;)";1
"ben";"ja , auf wierdesehen daewoo";-1
"ben";"überall hin :-)";0
"ben";"bleibt einen traum .";1
"ben";"endlich .";1
"ben";"wenigstns wos gscheids :d";1
"ben";"ein großes lob an bmw !";1
"ben";"wieso ich hinterherfahren ich sitze doch am steuer und lenke dieses geniale auto .";1
"ben";"drei . zwei eins----meins roaaarr";1
"ben";"schön und fantastische !";1
"ben";"ich wölle eine !";1
"ben";"einfach nur der hammer";1
"ben";"♥ der hammer .";1
"ben";"wtf .";-1
"ben";"nice nice nice";1
"ben";"bmw oder audi mit dampf und ein paar geile schlappen drauf , mein nächstes auto .";1
"ben";"find den neuen 3er gut gelungen . was scheiße is , das es keinen 6zylinder mehr gibt :(";0
"ben";"von wegen bwm schlecht im winter xd alle die das behaupten haben doch keine ahnung xd";-1
"ben";"coupe 73 . 000€ cabrio 80000  .";0
"ben";"420ps spikereifen und viel schnee .";0
"ben";"q hätte bei mir eine taste eingebaut , um alle ampeln auf grün zu schalten .";0
"ben";"mein kleines sommerauto .";1
"ben";"ja hinterachse e30 , aber bodengruppe glaube ich e36compact !";0
"ben";"einfach kult , ein wahrlich wunderbares auto !";1
"ben";"also ich würd sagen bmw kehrt zu seinen wurzeln zurück ;) zudem ist ein saufender 6 zylinder sauger einfach nicht mehr zeitgemäß was verbrauch und co2 ausstoss angeht und danach werden vom 0815 kunden heute eben die autos am meisten bewertet neben der optik .";1
"ben";"bmw ist die schönste und beste automarke (y)";1
"ben";"aussehen top motoren flop !";-1
"ben";"alles top , so ist man es bei bmw gewöhnt";1
"ben";"sieht aus wie der neue bmw 5";0
"ben";"so schick !";1
"ben";"weniger gewicht !";1
"ben";"ich nehme den blauen";0
"ben";"probefahrten sind leider erst kommende woche möglich .";-1
"ben";"ist ein super tolles auto , habe ihn mir heute auch angeschaut !";1
"ben";"schaut genauso aus wie all die anderen .";-1
"ben";"mehr technik im auto -> öfter werkstatt !";-1
"ben";"ich war sehr enttäuscht von dem fahrzeug .";-1
"ben";"ihr träumt alle nur vom großen motor mit viel hubraum und viel ps aber könnt ihr euch den spaß auch leisten ?";0
"ben";"zusammen mit dein reihensechser haben sie was , was die heutigen 4 ender turbos nicht haben: charakter !";1
"ben";"vielleicht hätte man ihn dann besser 320twinturbo o .  ä .  nennen sollen . )";0
"ben";"einfach genial .";1
"ben";"ein liebloses design .";-1
"ben";"materialien innen z . b .  wirken total billig :-( !";-1
"ben";"aaaber ich kann immer wieder erwähnen .";0
"ben";"e90 sieht von vorne besser aus !";1
"ben";"wird bald wieder bei cobra 11 geschrottet ;) schade drum .";-1
"ben";"freue mich schon auf die coupe-version :-)";1
"ben";"oder ""audi ist auch nicht schlecht"" ^^";1
"ben";"freude am fahren würde der heißen .";1
"ben";"ist doch klar";0
"ben";"ganz klar ;)";1
"ben";"titanium .";0
"ben";"""mein bmw - viel mehr als nur ein auto""";1
"ben";"der mann und die maschine .";0
"ben";"wooow ein traum !";1
"ben";"hätte so gern einen .";0
"ben";"der schönste und beste 3er bmw überhaupt .";1
"ben";"ich hab 524 :d";0
"ben";"meiner !";0
"ben";"b m w bring mich werkstadt";-1
"ben";"der weisse rechts vom bild ist geil";1
"ben";"das zerstört die ganze optik .";-1
"ben";"ist halt ziemlich wichtig ob es ein fake ist oder nicht .";0
"ben";"und es heisst 'touring' , nicht 'kombi' .";0
"ben";"ist dann wohl die us version :)";0
"ben";"glückwunsch hätte ihn auch gerne :-)";1
"ben";"2 .  wieso hat der junge rote haare :d der , der aus der reihe tanzt !";0
"ben";"dummer spruch von dir";-1
"ben";"viel spaß und allzeit gute fahrt .";0
"ben";"""thank's"" ist so ziemlich der brutalste fall von deppenapostroph den ich je gesehen habe .";-1
"ben";"schlimm .";-1
"ben";"rattenscharfes teil .";1
"ben";"ein traum :-)";1
"ben";"dann werd ich den ja demnächst live sehen :)";1
"ben";"weiss einer schon ab wann die 6 zylinder zu kaufen gibt ab 330 335 ?";0
"ben";"wie immer !";0
"ben";"so was hat mein vater und meine mutter in ihren auto";0
"ben";"die neuen 1er überzeugen mich nicht mehr so recht .";-1
"ben";"wiso nicht 4";0
"ben";"hat was vom polo die heckscheinwerfer";0
"ben";"das mim polo denk ich mir schon seit langem :d";0
"ben";"mir gefallen die kantigen modelle deutlich besser .";-1
"ben";"hammer geil";1
"ben";"kombiniere auto und aldi .";0
"ben";"das geht echt besser und ohne die streifen würd es wohl niemand als m warnehmen .";-1
"ben";"nee nee nee sieht scheisse aus bmw muss sich gedanken machen der neue 3er sieht aus wie ein 5er in klein ooh mann";-1
"ben";"kein hecktriebler ?";-1
"ben";"das ist ja mal kreisklasse im vergleich zum vorgänger !";1
"ben";"wenn der wald nich wär .";-1
"ben";"könnte auch ein ""gewöhnlicher"" m3 mit competition paket sein ;)";0
"ben";"autos sollte man lieben .";1
"ben";"ich liebe beides .";1
"ben";"autobahn richtung alpen und dann pässe ohne ende :-)";1
"ben";"kurvige landstraßen .";0
"ben";"gebirgspass :) geradeaus fahren kann jeder .";0
"ben";"egal welche strecke hauptsache einen bmw unterm arsch :)";1
"ben";"den gebirgspass , hauptsache schön viele kurven ;)";1
"ben";"auf der a7 durch die kassler berge macht immer wieder spass .";1
"ben";"gebirgspass da autobahnfahren langweilig ist";-1
"ben";"im neuen z4 über südtiroler pässe zu fahren ist einfach ein traum !";1
"ben";"egal , solange man nicht auf vereister straße fahren muss mit der ""heckschleuder"" ;)";-1
"ben";"gebirge natürlich , da wird der bmw nur noch von meiner ducati übertroffen .";0
"ben";"zu viele schnarchsäcke .";-1
"ben";"aber egal wo man fährt , die wirklichkeit sieht anders aus: stau , langsamfahrer , wochenendtourismus etc .";-1
"ben";"egal wo man seinen bmw bewegt , ob schnell oder langsam , er macht immer eine gute figur";1
"ben";"also ich finde die scheinwerfer schauen genervt :d so als hätte er gar keine lust , gefahren zu werden :d";-1
"ben";"sieht aber stark aus !";1
"ben";"iwie sieht er müde aus mit den scheinwerfern  ^^";-1
